Device: samsung SM-G970U1; eSense app version: 4.9.0; android version: 10;
DESCRIPTION;VALUE
RECORDING NAME;ro-07012021-skin;;;;
DATE (HH:MM:SS);07.01.21 19:44:35;;;;
TIME (HH:MM:SS);00:15:55;;;;
MAXIMUM;5.23 µS;;;;
MINIMUM;0.38 µS;;;;
DIFFERENCE MIN/MAX;4.85 µS;;;;
AVERAGE OF SESSION;2.59 µS;;;;
TIME INCREASE (HH:MM:SS);00:03:20;;;;
TIME STEADY (HH:MM:SS);00:00:40;;;;
TIME DECREASE (HH:MM:SS);00:11:54;;;;
;;;;;
TOTAL SCR;44;;;;
% of SCR OF SESSION;19.8%;;;;
Red hands;0;;;;
Orange hands;7;;;;
Yellow hands;122;;;;
Green hands;62;;;;
0-5 SCR/MIN (HH:MM:SS);00:15:01;;;;
6-9 SCR/MIN (HH:MM:SS);00:00:57;;;;
10-15 SCR/MIN (HH:MM:SS);00:00:00;;;;
>16 SCR/MIN (HH:MM:SS);00:00:00;;;;
STARS;0;;;;
STARS WITH RIBBON;0;;;;
;;;;;
STATISTICS;;;;;
SECOND;MICROSIEMENS;TIMESTAMP;SCR;SCR/MIN;MARKER
215.6;2.48;19:48:11:125;0;4;
215.8;2.47;19:48:11:325;0;4;
216.0;2.46;19:48:11:525;0;4;
216.2;2.44;19:48:11:725;0;4;
216.4;2.44;19:48:11:925;0;4;
216.6;2.44;19:48:12:125;0;4;
216.8;2.44;19:48:12:325;0;3;
217.0;2.45;19:48:12:525;0;3;
217.2;2.45;19:48:12:725;0;3;
217.4;2.45;19:48:12:925;0;3;
217.6;2.44;19:48:13:125;0;3;
217.8;2.43;19:48:13:325;0;3;
218.0;2.42;19:48:13:525;0;3;
218.2;2.41;19:48:13:725;0;3;
218.4;2.40;19:48:13:925;0;3;
218.6;2.40;19:48:14:125;0;3;
218.8;2.38;19:48:14:325;0;3;
219.0;2.38;19:48:14:525;0;3;
219.2;2.37;19:48:14:725;0;3;
219.4;2.37;19:48:14:925;0;3;
219.6;2.37;19:48:15:125;0;3;
219.8;2.36;19:48:15:325;0;3;
220.0;2.36;19:48:15:525;0;3;
220.2;2.35;19:48:15:725;0;3;
220.4;2.34;19:48:15:925;0;2;
220.6;2.33;19:48:16:125;0;2;
220.8;2.33;19:48:16:325;0;2;
221.0;2.32;19:48:16:525;0;2;
221.2;2.32;19:48:16:725;0;2;
221.4;2.31;19:48:16:925;0;2;
221.6;2.30;19:48:17:125;0;2;
221.8;2.29;19:48:17:325;0;2;
222.0;2.29;19:48:17:525;0;2;
222.2;2.28;19:48:17:725;0;2;
222.4;2.27;19:48:17:925;0;2;
222.6;2.26;19:48:18:125;0;2;
222.8;2.25;19:48:18:325;0;2;
223.0;2.25;19:48:18:525;0;2;
223.2;2.25;19:48:18:725;0;2;
223.4;2.24;19:48:18:925;0;2;
223.6;2.23;19:48:19:125;0;2;
223.8;2.22;19:48:19:325;0;2;
224.0;2.21;19:48:19:525;0;2;
224.2;2.21;19:48:19:725;0;2;
224.4;2.21;19:48:19:925;0;2;
224.6;2.20;19:48:20:125;0;2;
224.8;2.19;19:48:20:325;0;2;
225.0;2.19;19:48:20:525;0;2;
225.2;2.17;19:48:20:725;0;2;
225.4;2.17;19:48:20:925;0;2;
225.6;2.17;19:48:21:125;0;2;
225.8;2.15;19:48:21:325;0;2;
226.0;2.15;19:48:21:525;0;2;
226.2;2.14;19:48:21:725;0;2;
226.4;2.13;19:48:21:925;0;2;
226.6;2.13;19:48:22:125;0;2;
226.8;2.12;19:48:22:325;0;2;
227.0;2.12;19:48:22:525;0;2;
227.2;2.11;19:48:22:725;0;2;
227.4;2.10;19:48:22:925;0;2;
227.6;2.10;19:48:23:125;0;2;
227.8;2.10;19:48:23:325;0;2;
228.0;2.09;19:48:23:525;0;2;
228.2;2.09;19:48:23:725;0;2;
228.4;2.09;19:48:23:925;0;2;
228.6;2.08;19:48:24:125;0;2;
228.8;2.08;19:48:24:325;0;2;
229.0;2.08;19:48:24:525;0;2;
229.2;2.08;19:48:24:725;0;2;
229.4;2.07;19:48:24:925;0;2;
229.6;2.06;19:48:25:125;0;2;
229.8;2.06;19:48:25:325;0;2;
230.0;2.06;19:48:25:525;0;2;
230.2;2.05;19:48:25:725;0;2;
230.4;2.05;19:48:25:925;0;2;
230.6;2.04;19:48:26:125;0;2;
230.8;2.03;19:48:26:325;0;2;
231.0;2.03;19:48:26:525;0;2;
231.2;2.03;19:48:26:725;0;2;
231.4;2.04;19:48:26:925;0;2;
231.6;2.04;19:48:27:125;0;2;
231.8;2.04;19:48:27:325;0;2;
232.0;2.04;19:48:27:525;0;2;
232.2;2.04;19:48:27:725;0;2;
232.4;2.04;19:48:27:925;0;2;
232.6;2.04;19:48:28:125;0;2;
232.8;2.04;19:48:28:325;0;2;
233.0;2.04;19:48:28:525;0;2;
233.2;2.04;19:48:28:725;0;2;
233.4;2.04;19:48:28:925;0;2;
233.6;2.03;19:48:29:125;0;2;
233.8;2.03;19:48:29:325;0;2;
234.0;2.02;19:48:29:525;0;2;
234.2;2.02;19:48:29:725;0;2;
234.4;2.02;19:48:29:925;0;2;
234.6;2.02;19:48:30:125;0;2;
234.8;2.05;19:48:30:325;0;2;
235.0;2.09;19:48:30:525;0;2;
235.2;2.16;19:48:30:725;0;2;
235.4;2.21;19:48:30:925;0;2;
235.6;2.21;19:48:31:125;0;2;
235.8;2.27;19:48:31:325;0;2;
236.0;2.32;19:48:31:525;0;2;
236.2;2.36;19:48:31:725;0;2;
236.4;2.40;19:48:31:925;0;2;
236.6;2.40;19:48:32:125;0;2;
236.8;2.43;19:48:32:325;0;2;
237.0;2.46;19:48:32:525;0;2;
237.2;2.47;19:48:32:725;0;2;
237.4;2.48;19:48:32:925;0;2;
237.6;2.47;19:48:33:125;0;2;
237.8;2.47;19:48:33:325;0;2;
238.0;2.46;19:48:33:525;0;2;
238.2;2.45;19:48:33:725;0;2;
238.4;2.44;19:48:33:925;0;2;
238.6;2.43;19:48:34:125;0;2;
238.8;2.43;19:48:34:325;0;2;
239.0;2.43;19:48:34:525;0;2;
239.2;2.43;19:48:34:725;0;2;
239.4;2.43;19:48:34:925;0;2;
239.6;2.42;19:48:35:125;0;2;
239.8;2.41;19:48:35:325;0;2;
240.0;2.41;19:48:35:525;0;2;
240.2;2.41;19:48:35:725;0;2;
240.4;2.40;19:48:35:925;0;2;
240.6;2.39;19:48:36:125;0;2;
240.8;2.38;19:48:36:325;0;2;
241.0;2.36;19:48:36:525;0;2;
241.2;2.36;19:48:36:725;0;2;
241.4;2.35;19:48:36:925;0;2;
241.6;2.35;19:48:37:125;0;2;
241.8;2.34;19:48:37:325;0;2;
242.0;2.34;19:48:37:525;0;2;
242.2;2.34;19:48:37:725;0;2;
242.4;2.34;19:48:37:925;0;2;
242.6;2.33;19:48:38:125;0;2;
242.8;2.33;19:48:38:325;0;2;
243.0;2.33;19:48:38:525;0;2;
243.2;2.35;19:48:38:725;0;2;
243.4;2.35;19:48:38:925;0;2;
243.6;2.38;19:48:39:125;0;2;
243.8;2.43;19:48:39:325;0;2;
244.0;2.46;19:48:39:525;0;2;
244.2;2.48;19:48:39:725;0;2;
244.4;2.50;19:48:39:925;0;2;
244.6;2.50;19:48:40:125;0;2;
244.8;2.49;19:48:40:325;0;2;
245.0;2.49;19:48:40:525;0;2;
245.2;2.48;19:48:40:725;0;2;
245.4;2.46;19:48:40:925;0;2;
245.6;2.46;19:48:41:125;0;2;
245.8;2.45;19:48:41:325;0;2;
246.0;2.43;19:48:41:525;0;2;
246.2;2.41;19:48:41:725;0;2;
246.4;2.39;19:48:41:925;0;2;
246.6;2.39;19:48:42:125;0;2;
246.8;2.39;19:48:42:325;0;2;
247.0;2.38;19:48:42:525;0;2;
247.2;2.38;19:48:42:725;0;2;
247.4;2.38;19:48:42:925;0;2;
247.6;2.38;19:48:43:125;0;2;
247.8;2.38;19:48:43:325;1;1;
248.0;2.38;19:48:43:525;1;1;
248.2;2.39;19:48:43:725;1;1;
248.4;2.39;19:48:43:925;1;2;
248.6;2.40;19:48:44:125;1;2;
248.8;2.40;19:48:44:325;0;2;
249.0;2.40;19:48:44:525;0;2;
249.2;2.40;19:48:44:725;0;2;
249.4;2.43;19:48:44:925;0;2;
249.6;2.48;19:48:45:125;0;2;
249.8;2.56;19:48:45:325;0;2;
250.0;2.60;19:48:45:525;0;2;
250.2;2.60;19:48:45:725;0;2;
250.4;2.63;19:48:45:925;0;2;
250.6;2.64;19:48:46:125;0;2;
250.8;2.63;19:48:46:325;0;2;
251.0;2.62;19:48:46:525;0;2;
251.2;2.62;19:48:46:725;0;2;
251.4;2.60;19:48:46:925;0;2;
251.6;2.57;19:48:47:125;0;2;
251.8;2.55;19:48:47:325;0;2;
252.0;2.53;19:48:47:525;0;2;
252.2;2.51;19:48:47:725;0;2;
252.4;2.51;19:48:47:925;0;2;
252.6;2.50;19:48:48:125;0;2;
252.8;2.48;19:48:48:325;0;2;
253.0;2.46;19:48:48:525;0;2;
253.2;2.44;19:48:48:725;0;2;
253.4;2.44;19:48:48:925;0;2;
253.6;2.44;19:48:49:125;0;2;
253.8;2.43;19:48:49:325;0;2;
254.0;2.42;19:48:49:525;0;2;
254.2;2.41;19:48:49:725;0;2;
254.4;2.40;19:48:49:925;0;2;
254.6;2.40;19:48:50:125;0;2;
254.8;2.39;19:48:50:325;0;2;
255.0;2.37;19:48:50:525;0;2;
255.2;2.37;19:48:50:725;0;2;
255.4;2.36;19:48:50:925;0;2;
255.6;2.35;19:48:51:125;0;2;
255.8;2.35;19:48:51:325;0;2;
256.0;2.35;19:48:51:525;0;2;
256.2;2.34;19:48:51:725;0;2;
256.4;2.33;19:48:51:925;0;2;
256.6;2.32;19:48:52:125;0;2;
256.8;2.32;19:48:52:325;0;2;
257.0;2.32;19:48:52:525;0;2;
257.2;2.31;19:48:52:725;0;2;
257.4;2.30;19:48:52:925;0;2;
257.6;2.29;19:48:53:125;0;2;
257.8;2.28;19:48:53:325;0;2;
258.0;2.28;19:48:53:525;0;2;
258.2;2.28;19:48:53:725;0;2;
258.4;2.27;19:48:53:925;0;2;
258.6;2.26;19:48:54:125;0;2;
258.8;2.25;19:48:54:325;0;2;
259.0;2.25;19:48:54:525;0;2;
259.2;2.25;19:48:54:725;0;2;
259.4;2.24;19:48:54:925;0;2;
259.6;2.23;19:48:55:125;0;2;
259.8;2.22;19:48:55:325;0;2;
260.0;2.22;19:48:55:525;0;2;
260.2;2.22;19:48:55:725;0;2;
260.4;2.23;19:48:55:925;0;2;
260.6;2.26;19:48:56:125;0;2;
260.8;2.28;19:48:56:325;0;2;
261.0;2.29;19:48:56:525;0;2;
261.2;2.30;19:48:56:725;0;2;
261.4;2.30;19:48:56:925;0;2;
261.6;2.30;19:48:57:125;0;2;
261.8;2.30;19:48:57:325;0;2;
262.0;2.29;19:48:57:525;0;2;
262.2;2.29;19:48:57:725;0;2;
262.4;2.29;19:48:57:925;0;2;
262.6;2.29;19:48:58:125;0;2;
262.8;2.29;19:48:58:325;0;2;
263.0;2.29;19:48:58:525;0;2;
263.2;2.28;19:48:58:725;0;2;
263.4;2.27;19:48:58:925;0;2;
263.6;2.26;19:48:59:125;0;2;
263.8;2.26;19:48:59:325;0;2;
264.0;2.26;19:48:59:525;0;2;
264.2;2.29;19:48:59:725;0;2;
264.4;2.35;19:48:59:925;0;2;
264.6;2.39;19:49:00:125;1;2;
264.8;2.39;19:49:00:325;1;2;
265.0;2.44;19:49:00:525;1;2;
265.2;2.46;19:49:00:725;1;2;
265.4;2.47;19:49:00:925;1;2;
265.6;2.47;19:49:01:125;1;3;
265.8;2.46;19:49:01:325;1;3;
266.0;2.46;19:49:01:525;1;3;
266.2;2.44;19:49:01:725;1;3;
266.4;2.42;19:49:01:925;1;3;
266.6;2.39;19:49:02:125;1;3;
266.8;2.38;19:49:02:325;0;2;
267.0;2.38;19:49:02:525;0;2;
267.2;2.36;19:49:02:725;0;2;
267.4;2.34;19:49:02:925;0;2;
267.6;2.33;19:49:03:125;0;2;
267.8;2.32;19:49:03:325;0;2;
268.0;2.31;19:49:03:525;0;2;
268.2;2.31;19:49:03:725;0;2;
268.4;2.30;19:49:03:925;0;2;
268.6;2.29;19:49:04:125;0;2;
268.8;2.28;19:49:04:325;0;2;
269.0;2.27;19:49:04:525;0;2;
269.2;2.27;19:49:04:725;0;2;
269.4;2.27;19:49:04:925;0;2;
269.6;2.26;19:49:05:125;0;2;
269.8;2.25;19:49:05:325;0;2;
270.0;2.25;19:49:05:525;0;2;
270.2;2.24;19:49:05:725;0;2;
270.4;2.23;19:49:05:925;0;2;
270.6;2.23;19:49:06:125;0;2;
270.8;2.22;19:49:06:325;0;2;
271.0;2.23;19:49:06:525;0;2;
271.2;2.26;19:49:06:725;0;2;
271.4;2.34;19:49:06:925;0;2;
271.6;2.39;19:49:07:125;0;2;
271.8;2.51;19:49:07:325;0;2;
272.0;2.55;19:49:07:525;0;2;
272.2;2.63;19:49:07:725;0;2;
272.4;2.72;19:49:07:925;0;2;
272.6;2.76;19:49:08:125;0;2;
272.8;2.79;19:49:08:325;0;2;
273.0;2.79;19:49:08:525;0;2;
273.2;2.82;19:49:08:725;0;2;
273.4;2.83;19:49:08:925;0;2;
273.6;2.82;19:49:09:125;0;2;
273.8;2.80;19:49:09:325;0;2;
274.0;2.80;19:49:09:525;0;2;
274.2;2.77;19:49:09:725;0;2;
274.4;2.76;19:49:09:925;0;2;
274.6;2.74;19:49:10:125;0;2;
274.8;2.71;19:49:10:325;0;2;
275.0;2.68;19:49:10:525;0;2;
275.2;2.68;19:49:10:725;0;2;
275.4;2.65;19:49:10:925;0;2;
275.6;2.64;19:49:11:125;0;2;
275.8;2.62;19:49:11:325;0;2;
276.0;2.60;19:49:11:525;1;2;
276.2;2.60;19:49:11:725;1;2;
276.4;2.59;19:49:11:925;1;2;
276.6;2.57;19:49:12:125;1;2;
276.8;2.56;19:49:12:325;1;2;
277.0;2.55;19:49:12:525;1;3;
277.2;2.54;19:49:12:725;1;3;
277.4;2.54;19:49:12:925;1;3;
277.6;2.53;19:49:13:125;1;3;
277.8;2.52;19:49:13:325;0;3;
278.0;2.51;19:49:13:525;0;3;
278.2;2.50;19:49:13:725;0;3;
278.4;2.49;19:49:13:925;0;3;
278.6;2.49;19:49:14:125;0;3;
278.8;2.48;19:49:14:325;0;3;
279.0;2.48;19:49:14:525;0;3;
279.2;2.47;19:49:14:725;0;3;
279.4;2.46;19:49:14:925;0;3;
279.6;2.46;19:49:15:125;0;3;
279.8;2.45;19:49:15:325;0;3;
280.0;2.45;19:49:15:525;0;3;
280.2;2.44;19:49:15:725;0;3;
280.4;2.43;19:49:15:925;0;3;
280.6;2.42;19:49:16:125;0;3;
280.8;2.42;19:49:16:325;0;3;
281.0;2.41;19:49:16:525;0;3;
281.2;2.40;19:49:16:725;0;3;
281.4;2.39;19:49:16:925;0;3;
281.6;2.38;19:49:17:125;0;3;
281.8;2.37;19:49:17:325;0;3;
282.0;2.37;19:49:17:525;0;3;
282.2;2.37;19:49:17:725;0;3;
282.4;2.37;19:49:17:925;0;3;
282.6;2.37;19:49:18:125;0;3;
282.8;2.37;19:49:18:325;0;3;
283.0;2.37;19:49:18:525;0;3;
283.2;2.37;19:49:18:725;0;3;
283.4;2.37;19:49:18:925;0;3;
283.6;2.36;19:49:19:125;0;3;
283.8;2.35;19:49:19:325;0;3;
284.0;2.34;19:49:19:525;0;3;
284.2;2.34;19:49:19:725;0;3;
284.4;2.34;19:49:19:925;0;3;
284.6;2.33;19:49:20:125;0;3;
284.8;2.32;19:49:20:325;0;3;
285.0;2.31;19:49:20:525;0;3;
285.2;2.31;19:49:20:725;0;3;
285.4;2.31;19:49:20:925;0;3;
285.6;2.30;19:49:21:125;0;3;
285.8;2.30;19:49:21:325;0;3;
286.0;2.29;19:49:21:525;0;3;
286.2;2.29;19:49:21:725;0;3;
286.4;2.29;19:49:21:925;0;3;
286.6;2.28;19:49:22:125;0;3;
286.8;2.27;19:49:22:325;0;3;
287.0;2.27;19:49:22:525;0;3;
287.2;2.26;19:49:22:725;0;3;
287.4;2.26;19:49:22:925;0;3;
287.6;2.26;19:49:23:125;0;3;
287.8;2.24;19:49:23:325;0;3;
288.0;2.24;19:49:23:525;0;3;
288.2;2.23;19:49:23:725;0;3;
288.4;2.23;19:49:23:925;0;3;
288.6;2.24;19:49:24:125;0;3;
288.8;2.24;19:49:24:325;0;3;
289.0;2.24;19:49:24:525;0;3;
289.2;2.25;19:49:24:725;0;3;
289.4;2.25;19:49:24:925;0;3;
289.6;2.25;19:49:25:125;0;3;
289.8;2.25;19:49:25:325;0;3;
290.0;2.24;19:49:25:525;0;3;
290.2;2.24;19:49:25:725;0;3;
290.4;2.23;19:49:25:925;0;3;
290.6;2.23;19:49:26:125;0;3;
290.8;2.23;19:49:26:325;0;3;
291.0;2.23;19:49:26:525;0;3;
291.2;2.24;19:49:26:725;0;3;
291.4;2.27;19:49:26:925;0;3;
291.6;2.31;19:49:27:125;0;3;
291.8;2.33;19:49:27:325;0;3;
292.0;2.36;19:49:27:525;0;3;
292.2;2.36;19:49:27:725;0;3;
292.4;2.39;19:49:27:925;0;3;
292.6;2.43;19:49:28:125;0;3;
292.8;2.45;19:49:28:325;0;3;
293.0;2.46;19:49:28:525;0;3;
293.2;2.46;19:49:28:725;0;3;
293.4;2.46;19:49:28:925;0;3;
293.6;2.46;19:49:29:125;0;3;
293.8;2.46;19:49:29:325;0;3;
294.0;2.46;19:49:29:525;0;3;
294.2;2.46;19:49:29:725;0;3;
294.4;2.46;19:49:29:925;0;3;
294.6;2.48;19:49:30:125;0;3;
294.8;2.50;19:49:30:325;0;3;
295.0;2.54;19:49:30:525;0;3;
295.2;2.57;19:49:30:725;1;3;
295.4;2.58;19:49:30:925;1;3;
295.6;2.58;19:49:31:125;1;3;
295.8;2.59;19:49:31:325;1;3;
296.0;2.59;19:49:31:525;1;3;
296.2;2.60;19:49:31:725;1;3;
296.4;2.62;19:49:31:925;1;3;
296.6;2.63;19:49:32:125;1;3;
296.8;2.67;19:49:32:325;1;3;
297.0;2.74;19:49:32:525;1;3;
297.2;2.82;19:49:32:725;1;4;
297.4;2.91;19:49:32:925;1;4;
297.6;2.97;19:49:33:125;1;4;
297.8;3.01;19:49:33:325;1;4;
298.0;3.03;19:49:33:525;1;4;
298.2;3.06;19:49:33:725;1;4;
298.4;3.09;19:49:33:925;1;4;
298.6;3.09;19:49:34:125;1;4;
298.8;3.08;19:49:34:325;1;4;
299.0;3.06;19:49:34:525;1;4;
299.2;3.04;19:49:34:725;1;4;
299.4;3.01;19:49:34:925;1;4;
299.6;2.98;19:49:35:125;1;4;
299.8;2.96;19:49:35:325;1;4;
300.0;2.94;19:49:35:525;1;4;
300.2;2.94;19:49:35:725;1;4;
300.4;2.93;19:49:35:925;1;4;
300.6;2.92;19:49:36:125;1;4;
300.8;2.91;19:49:36:325;1;4;
301.0;2.90;19:49:36:525;1;4;
301.2;2.90;19:49:36:725;1;4;
301.4;2.89;19:49:36:925;1;4;
301.6;2.88;19:49:37:125;1;4;
301.8;2.88;19:49:37:325;1;4;
302.0;2.87;19:49:37:525;1;4;
302.2;2.86;19:49:37:725;1;5;
302.4;2.85;19:49:37:925;1;5;
302.6;2.84;19:49:38:125;1;5;
302.8;2.83;19:49:38:325;1;5;
303.0;2.81;19:49:38:525;1;5;
303.2;2.80;19:49:38:725;1;5;
303.4;2.79;19:49:38:925;1;5;
303.6;2.79;19:49:39:125;1;5;
303.8;2.78;19:49:39:325;1;5;
304.0;2.77;19:49:39:525;1;5;
304.2;2.76;19:49:39:725;1;5;
304.4;2.75;19:49:39:925;1;5;
304.6;2.73;19:49:40:125;1;5;
304.8;2.73;19:49:40:325;1;5;
305.0;2.73;19:49:40:525;1;5;
305.2;2.71;19:49:40:725;1;5;
305.4;2.71;19:49:40:925;1;5;
305.6;2.70;19:49:41:125;1;5;
305.8;2.70;19:49:41:325;1;5;
306.0;2.68;19:49:41:525;1;5;
306.2;2.68;19:49:41:725;1;5;
306.4;2.66;19:49:41:925;1;5;
306.6;2.65;19:49:42:125;1;5;
306.8;2.64;19:49:42:325;1;5;
307.0;2.64;19:49:42:525;1;5;
307.2;2.63;19:49:42:725;1;5;
307.4;2.62;19:49:42:925;1;5;
307.6;2.61;19:49:43:125;1;5;
307.8;2.60;19:49:43:325;0;5;
308.0;2.58;19:49:43:525;0;5;
308.2;2.58;19:49:43:725;0;5;
308.4;2.58;19:49:43:925;0;5;
308.6;2.56;19:49:44:125;0;4;
308.8;2.55;19:49:44:325;0;4;
309.0;2.54;19:49:44:525;0;4;
309.2;2.54;19:49:44:725;0;4;
309.4;2.54;19:49:44:925;0;4;
309.6;2.52;19:49:45:125;0;4;
309.8;2.51;19:49:45:325;0;4;
310.0;2.50;19:49:45:525;0;4;
310.2;2.50;19:49:45:725;0;4;
310.4;2.49;19:49:45:925;0;4;
310.6;2.49;19:49:46:125;0;4;
310.8;2.49;19:49:46:325;0;4;
311.0;2.48;19:49:46:525;0;4;
311.2;2.48;19:49:46:725;0;4;
311.4;2.47;19:49:46:925;0;4;
311.6;2.47;19:49:47:125;0;4;
311.8;2.46;19:49:47:325;0;4;
312.0;2.46;19:49:47:525;0;4;
312.2;2.45;19:49:47:725;0;4;
312.4;2.45;19:49:47:925;0;4;
312.6;2.44;19:49:48:125;0;4;
312.8;2.44;19:49:48:325;0;4;
313.0;2.43;19:49:48:525;0;4;
313.2;2.45;19:49:48:725;0;4;
313.4;2.47;19:49:48:925;0;4;
313.6;2.50;19:49:49:125;0;4;
313.8;2.53;19:49:49:325;0;4;
314.0;2.54;19:49:49:525;0;4;
314.2;2.56;19:49:49:725;0;4;
314.4;2.57;19:49:49:925;0;4;
314.6;2.56;19:49:50:125;0;4;
314.8;2.55;19:49:50:325;0;4;
315.0;2.55;19:49:50:525;0;4;
315.2;2.54;19:49:50:725;0;4;
315.4;2.53;19:49:50:925;0;4;
315.6;2.51;19:49:51:125;0;4;
315.8;2.50;19:49:51:325;0;4;
316.0;2.49;19:49:51:525;0;4;
316.2;2.49;19:49:51:725;0;4;
316.4;2.47;19:49:51:925;0;4;
316.6;2.46;19:49:52:125;0;4;
316.8;2.45;19:49:52:325;0;4;
317.0;2.44;19:49:52:525;0;4;
317.2;2.43;19:49:52:725;0;4;
317.4;2.42;19:49:52:925;0;4;
317.6;2.42;19:49:53:125;0;4;
317.8;2.42;19:49:53:325;0;4;
318.0;2.41;19:49:53:525;0;4;
318.2;2.40;19:49:53:725;0;4;
318.4;2.40;19:49:53:925;0;4;
318.6;2.40;19:49:54:125;0;4;
318.8;2.38;19:49:54:325;0;4;
319.0;2.38;19:49:54:525;0;4;
319.2;2.37;19:49:54:725;0;4;
319.4;2.37;19:49:54:925;0;4;
319.6;2.37;19:49:55:125;0;4;
319.8;2.36;19:49:55:325;0;4;
320.0;2.37;19:49:55:525;0;4;
320.2;2.38;19:49:55:725;0;4;
320.4;2.40;19:49:55:925;0;4;
320.6;2.43;19:49:56:125;0;4;
320.8;2.43;19:49:56:325;0;4;
321.0;2.45;19:49:56:525;0;4;
321.2;2.46;19:49:56:725;0;4;
321.4;2.47;19:49:56:925;0;4;
321.6;2.47;19:49:57:125;0;4;
321.8;2.46;19:49:57:325;0;4;
322.0;2.46;19:49:57:525;0;4;
322.2;2.45;19:49:57:725;0;4;
322.4;2.44;19:49:57:925;0;4;
322.6;2.43;19:49:58:125;0;4;
322.8;2.42;19:49:58:325;0;4;
323.0;2.42;19:49:58:525;0;4;
323.2;2.42;19:49:58:725;0;4;
323.4;2.41;19:49:58:925;0;4;
323.6;2.40;19:49:59:125;0;4;
323.8;2.39;19:49:59:325;0;4;
324.0;2.38;19:49:59:525;0;4;
324.2;2.38;19:49:59:725;0;4;
324.4;2.37;19:49:59:925;0;4;
324.6;2.37;19:50:00:125;0;4;
324.8;2.36;19:50:00:325;0;4;
325.0;2.35;19:50:00:525;0;4;
325.2;2.35;19:50:00:725;0;4;
325.4;2.35;19:50:00:925;0;4;
325.6;2.34;19:50:01:125;0;4;
325.8;2.33;19:50:01:325;0;3;
326.0;2.33;19:50:01:525;0;3;
326.2;2.32;19:50:01:725;0;3;
326.4;2.32;19:50:01:925;0;3;
326.6;2.31;19:50:02:125;0;3;
326.8;2.31;19:50:02:325;0;3;
327.0;2.30;19:50:02:525;0;3;
327.2;2.29;19:50:02:725;0;3;
327.4;2.29;19:50:02:925;0;3;
327.6;2.29;19:50:03:125;0;3;
327.8;2.28;19:50:03:325;0;3;
328.0;2.28;19:50:03:525;0;3;
328.2;2.28;19:50:03:725;0;3;
328.4;2.32;19:50:03:925;0;3;
328.6;2.32;19:50:04:125;0;3;
328.8;2.37;19:50:04:325;0;3;
329.0;2.44;19:50:04:525;0;3;
329.2;2.48;19:50:04:725;0;3;
329.4;2.52;19:50:04:925;0;3;
329.6;2.53;19:50:05:125;0;3;
329.8;2.53;19:50:05:325;0;3;
330.0;2.53;19:50:05:525;0;3;
330.2;2.52;19:50:05:725;0;3;
330.4;2.51;19:50:05:925;0;3;
330.6;2.49;19:50:06:125;0;3;
330.8;2.48;19:50:06:325;0;3;
331.0;2.48;19:50:06:525;0;3;
331.2;2.47;19:50:06:725;0;3;
331.4;2.46;19:50:06:925;0;3;
331.6;2.45;19:50:07:125;0;3;
331.8;2.44;19:50:07:325;0;3;
332.0;2.44;19:50:07:525;0;3;
332.2;2.43;19:50:07:725;0;3;
332.4;2.42;19:50:07:925;0;3;
332.6;2.42;19:50:08:125;1;3;
332.8;2.41;19:50:08:325;1;3;
333.0;2.41;19:50:08:525;1;3;
333.2;2.41;19:50:08:725;1;3;
333.4;2.40;19:50:08:925;1;4;
333.6;2.39;19:50:09:125;1;4;
333.8;2.39;19:50:09:325;1;4;
334.0;2.38;19:50:09:525;1;4;
334.2;2.38;19:50:09:725;1;4;
334.4;2.38;19:50:09:925;1;4;
334.6;2.37;19:50:10:125;1;4;
334.8;2.36;19:50:10:325;0;4;
335.0;2.36;19:50:10:525;0;4;
335.2;2.35;19:50:10:725;0;4;
335.4;2.35;19:50:10:925;0;4;
335.6;2.35;19:50:11:125;0;4;
335.8;2.35;19:50:11:325;0;4;
336.0;2.35;19:50:11:525;0;4;
336.2;2.35;19:50:11:725;0;4;
336.4;2.34;19:50:11:925;0;4;
336.6;2.34;19:50:12:125;0;4;
336.8;2.34;19:50:12:325;0;4;
337.0;2.34;19:50:12:525;0;3;
337.2;2.34;19:50:12:725;0;3;
337.4;2.34;19:50:12:925;0;3;
337.6;2.34;19:50:13:125;0;3;
337.8;2.34;19:50:13:325;0;3;
338.0;2.33;19:50:13:525;0;3;
338.2;2.33;19:50:13:725;0;3;
338.4;2.32;19:50:13:925;0;3;
338.6;2.31;19:50:14:125;0;3;
338.8;2.31;19:50:14:325;0;3;
339.0;2.31;19:50:14:525;0;3;
339.2;2.30;19:50:14:725;0;3;
339.4;2.30;19:50:14:925;0;3;
339.6;2.29;19:50:15:125;0;3;
339.8;2.29;19:50:15:325;0;3;
340.0;2.29;19:50:15:525;0;3;
340.2;2.28;19:50:15:725;0;3;
340.4;2.27;19:50:15:925;0;3;
340.6;2.27;19:50:16:125;0;3;
340.8;2.26;19:50:16:325;0;3;
341.0;2.26;19:50:16:525;0;3;
341.2;2.26;19:50:16:725;0;3;
341.4;2.25;19:50:16:925;0;3;
341.6;2.25;19:50:17:125;0;3;
341.8;2.24;19:50:17:325;0;3;
342.0;2.24;19:50:17:525;0;3;
342.2;2.24;19:50:17:725;0;3;
342.4;2.23;19:50:17:925;0;3;
342.6;2.23;19:50:18:125;0;3;
342.8;2.23;19:50:18:325;0;3;
343.0;2.22;19:50:18:525;0;3;
