Device: samsung SM-G970U1; eSense app version: 4.9.0; android version: 10;
DESCRIPTION;VALUE
RECORDING NAME;ro-07012021-skin;;;;
DATE (HH:MM:SS);07.01.21 19:44:35;;;;
TIME (HH:MM:SS);00:15:55;;;;
MAXIMUM;5.23 µS;;;;
MINIMUM;0.38 µS;;;;
DIFFERENCE MIN/MAX;4.85 µS;;;;
AVERAGE OF SESSION;2.59 µS;;;;
TIME INCREASE (HH:MM:SS);00:03:20;;;;
TIME STEADY (HH:MM:SS);00:00:40;;;;
TIME DECREASE (HH:MM:SS);00:11:54;;;;
;;;;;
TOTAL SCR;44;;;;
% of SCR OF SESSION;19.8%;;;;
Red hands;0;;;;
Orange hands;7;;;;
Yellow hands;122;;;;
Green hands;62;;;;
0-5 SCR/MIN (HH:MM:SS);00:15:01;;;;
6-9 SCR/MIN (HH:MM:SS);00:00:57;;;;
10-15 SCR/MIN (HH:MM:SS);00:00:00;;;;
>16 SCR/MIN (HH:MM:SS);00:00:00;;;;
STARS;0;;;;
STARS WITH RIBBON;0;;;;
;;;;;
STATISTICS;;;;;
SECOND;MICROSIEMENS;TIMESTAMP;SCR;SCR/MIN;MARKER
726.0;2.68;19:56:41:525;1;2;
726.2;2.68;19:56:41:725;1;3;
726.4;2.76;19:56:41:925;1;3;
726.6;2.81;19:56:42:125;1;3;
726.8;2.92;19:56:42:325;1;3;
727.0;3.00;19:56:42:525;1;3;
727.2;3.10;19:56:42:725;1;3;
727.4;3.10;19:56:42:925;1;3;
727.6;3.24;19:56:43:125;1;3;
727.8;3.34;19:56:43:325;1;3;
728.0;3.45;19:56:43:525;1;3;
728.2;3.52;19:56:43:725;1;3;
728.4;3.52;19:56:43:925;1;3;
728.6;3.59;19:56:44:125;1;3;
728.8;3.62;19:56:44:325;1;3;
729.0;3.64;19:56:44:525;1;3;
729.2;3.64;19:56:44:725;1;3;
729.4;3.62;19:56:44:925;1;3;
729.6;3.62;19:56:45:125;1;3;
729.8;3.58;19:56:45:325;1;3;
730.0;3.56;19:56:45:525;1;3;
730.2;3.52;19:56:45:725;1;3;
730.4;3.50;19:56:45:925;1;3;
730.6;3.47;19:56:46:125;1;3;
730.8;3.47;19:56:46:325;1;3;
731.0;3.46;19:56:46:525;1;3;
731.2;3.44;19:56:46:725;1;3;
731.4;3.42;19:56:46:925;1;3;
731.6;3.40;19:56:47:125;1;3;
731.8;3.40;19:56:47:325;0;3;
732.0;3.38;19:56:47:525;0;3;
732.2;3.37;19:56:47:725;0;3;
732.4;3.35;19:56:47:925;0;3;
732.6;3.34;19:56:48:125;0;3;
732.8;3.33;19:56:48:325;0;3;
733.0;3.33;19:56:48:525;0;3;
733.2;3.33;19:56:48:725;0;3;
733.4;3.33;19:56:48:925;0;3;
733.6;3.34;19:56:49:125;0;3;
733.8;3.35;19:56:49:325;0;3;
734.0;3.35;19:56:49:525;0;3;
734.2;3.35;19:56:49:725;0;3;
734.4;3.35;19:56:49:925;0;3;
734.6;3.36;19:56:50:125;0;3;
734.8;3.40;19:56:50:325;0;3;
735.0;3.47;19:56:50:525;0;3;
735.2;3.47;19:56:50:725;0;3;
735.4;3.57;19:56:50:925;0;3;
735.6;3.62;19:56:51:125;0;3;
735.8;3.66;19:56:51:325;0;3;
736.0;3.67;19:56:51:525;0;3;
736.2;3.68;19:56:51:725;0;3;
736.4;3.68;19:56:51:925;0;3;
736.6;3.67;19:56:52:125;0;3;
736.8;3.64;19:56:52:325;0;3;
737.0;3.61;19:56:52:525;0;3;
737.2;3.58;19:56:52:725;0;3;
737.4;3.54;19:56:52:925;0;3;
737.6;3.54;19:56:53:125;0;3;
737.8;3.52;19:56:53:325;0;3;
738.0;3.49;19:56:53:525;0;3;
738.2;3.47;19:56:53:725;0;3;
738.4;3.45;19:56:53:925;0;3;
738.6;3.45;19:56:54:125;0;3;
738.8;3.42;19:56:54:325;0;3;
739.0;3.41;19:56:54:525;0;3;
739.2;3.39;19:56:54:725;1;3;
739.4;3.38;19:56:54:925;1;3;
739.6;3.37;19:56:55:125;1;3;
739.8;3.37;19:56:55:325;0;4;
740.0;3.35;19:56:55:525;0;4;
740.2;3.34;19:56:55:725;0;4;
740.4;3.33;19:56:55:925;0;4;
740.6;3.32;19:56:56:125;0;4;
740.8;3.30;19:56:56:325;0;4;
741.0;3.30;19:56:56:525;0;4;
741.2;3.29;19:56:56:725;0;4;
741.4;3.29;19:56:56:925;0;4;
741.6;3.30;19:56:57:125;0;4;
741.8;3.33;19:56:57:325;0;4;
742.0;3.33;19:56:57:525;0;4;
742.2;3.39;19:56:57:725;0;4;
742.4;3.43;19:56:57:925;0;4;
742.6;3.48;19:56:58:125;0;4;
742.8;3.50;19:56:58:325;0;4;
743.0;3.51;19:56:58:525;0;4;
743.2;3.51;19:56:58:725;0;4;
743.4;3.50;19:56:58:925;0;3;
743.6;3.49;19:56:59:125;0;3;
743.8;3.47;19:56:59:325;0;3;
744.0;3.45;19:56:59:525;0;3;
744.2;3.45;19:56:59:725;0;3;
744.4;3.42;19:56:59:925;0;3;
744.6;3.40;19:57:00:125;0;3;
744.8;3.38;19:57:00:325;0;3;
745.0;3.37;19:57:00:525;0;3;
745.2;3.36;19:57:00:725;0;3;
745.4;3.36;19:57:00:925;0;3;
745.6;3.35;19:57:01:125;0;3;
745.8;3.34;19:57:01:325;0;3;
746.0;3.32;19:57:01:525;1;3;
746.2;3.31;19:57:01:725;1;3;
746.4;3.31;19:57:01:925;1;3;
746.6;3.30;19:57:02:125;1;4;
746.8;3.28;19:57:02:325;0;4;
747.0;3.27;19:57:02:525;0;4;
747.2;3.26;19:57:02:725;0;4;
747.4;3.25;19:57:02:925;0;4;
747.6;3.25;19:57:03:125;0;4;
747.8;3.24;19:57:03:325;0;4;
748.0;3.23;19:57:03:525;0;4;
748.2;3.21;19:57:03:725;0;4;
748.4;3.21;19:57:03:925;0;4;
748.6;3.19;19:57:04:125;0;4;
748.8;3.19;19:57:04:325;0;4;
749.0;3.19;19:57:04:525;0;4;
749.2;3.18;19:57:04:725;0;4;
749.4;3.17;19:57:04:925;0;4;
749.6;3.16;19:57:05:125;0;4;
749.8;3.16;19:57:05:325;0;4;
750.0;3.15;19:57:05:525;0;4;
750.2;3.14;19:57:05:725;0;4;
750.4;3.13;19:57:05:925;0;4;
750.6;3.13;19:57:06:125;0;4;
750.8;3.12;19:57:06:325;0;4;
751.0;3.12;19:57:06:525;0;4;
751.2;3.11;19:57:06:725;0;4;
751.4;3.10;19:57:06:925;0;4;
751.6;3.09;19:57:07:125;0;4;
751.8;3.08;19:57:07:325;0;4;
752.0;3.08;19:57:07:525;0;4;
752.2;3.08;19:57:07:725;0;4;
752.4;3.07;19:57:07:925;0;4;
752.6;3.06;19:57:08:125;0;4;
752.8;3.05;19:57:08:325;0;4;
753.0;3.05;19:57:08:525;0;4;
753.2;3.05;19:57:08:725;0;4;
753.4;3.04;19:57:08:925;0;4;
753.6;3.04;19:57:09:125;0;4;
753.8;3.03;19:57:09:325;0;4;
754.0;3.02;19:57:09:525;0;4;
754.2;3.02;19:57:09:725;0;4;
754.4;3.02;19:57:09:925;0;4;
754.6;3.01;19:57:10:125;0;4;
754.8;3.00;19:57:10:325;0;4;
755.0;3.00;19:57:10:525;0;4;
755.2;2.99;19:57:10:725;0;4;
755.4;2.99;19:57:10:925;0;4;
755.6;2.98;19:57:11:125;0;4;
755.8;2.98;19:57:11:325;0;4;
756.0;2.97;19:57:11:525;0;4;
756.2;2.97;19:57:11:725;0;4;
756.4;2.96;19:57:11:925;0;4;
756.6;2.96;19:57:12:125;0;4;
756.8;2.95;19:57:12:325;0;4;
757.0;2.95;19:57:12:525;0;4;
757.2;2.94;19:57:12:725;0;4;
757.4;2.93;19:57:12:925;0;4;
757.6;2.92;19:57:13:125;0;4;
757.8;2.92;19:57:13:325;0;4;
758.0;2.92;19:57:13:525;0;4;
758.2;2.91;19:57:13:725;0;4;
758.4;2.91;19:57:13:925;0;4;
758.6;2.90;19:57:14:125;0;4;
758.8;2.90;19:57:14:325;0;4;
759.0;2.89;19:57:14:525;0;4;
759.2;2.89;19:57:14:725;0;4;
759.4;2.88;19:57:14:925;0;4;
759.6;2.88;19:57:15:125;0;4;
759.8;2.87;19:57:15:325;0;4;
760.0;2.87;19:57:15:525;0;4;
760.2;2.87;19:57:15:725;0;4;
760.4;2.86;19:57:15:925;0;4;
760.6;2.86;19:57:16:125;0;4;
760.8;2.85;19:57:16:325;0;4;
761.0;2.85;19:57:16:525;0;4;
761.2;2.85;19:57:16:725;0;4;
761.4;2.84;19:57:16:925;0;4;
761.6;2.84;19:57:17:125;0;4;
761.8;2.83;19:57:17:325;0;4;
762.0;2.83;19:57:17:525;0;4;
762.2;2.83;19:57:17:725;0;4;
762.4;2.82;19:57:17:925;0;4;
762.6;2.82;19:57:18:125;0;4;
762.8;2.81;19:57:18:325;0;4;
763.0;2.81;19:57:18:525;0;4;
763.2;2.80;19:57:18:725;0;4;
763.4;2.80;19:57:18:925;0;4;
763.6;2.80;19:57:19:125;0;4;
763.8;2.79;19:57:19:325;0;4;
764.0;2.79;19:57:19:525;0;4;
764.2;2.78;19:57:19:725;0;4;
764.4;2.78;19:57:19:925;0;4;
764.6;2.78;19:57:20:125;0;4;
764.8;2.77;19:57:20:325;0;4;
765.0;2.77;19:57:20:525;0;4;
765.2;2.76;19:57:20:725;0;4;
765.4;2.76;19:57:20:925;0;4;
765.6;2.76;19:57:21:125;0;4;
765.8;2.76;19:57:21:325;0;4;
766.0;2.75;19:57:21:525;0;4;
766.2;2.75;19:57:21:725;0;4;
766.4;2.75;19:57:21:925;0;4;
766.6;2.75;19:57:22:125;0;4;
766.8;2.75;19:57:22:325;0;4;
767.0;2.74;19:57:22:525;0;4;
767.2;2.74;19:57:22:725;0;4;
767.4;2.74;19:57:22:925;0;4;
767.6;2.74;19:57:23:125;0;4;
767.8;2.73;19:57:23:325;0;4;
768.0;2.73;19:57:23:525;0;4;
768.2;2.73;19:57:23:725;0;4;
768.4;2.73;19:57:23:925;0;4;
768.6;2.72;19:57:24:125;0;4;
768.8;2.72;19:57:24:325;0;4;
769.0;2.72;19:57:24:525;0;4;
769.2;2.71;19:57:24:725;0;4;
769.4;2.71;19:57:24:925;0;4;
769.6;2.70;19:57:25:125;0;4;
769.8;2.70;19:57:25:325;0;4;
770.0;2.69;19:57:25:525;0;4;
770.2;2.69;19:57:25:725;0;4;
770.4;2.69;19:57:25:925;0;4;
770.6;2.69;19:57:26:125;0;4;
770.8;2.68;19:57:26:325;0;4;
771.0;2.68;19:57:26:525;0;4;
771.2;2.68;19:57:26:725;0;4;
771.4;2.67;19:57:26:925;0;4;
771.6;2.67;19:57:27:125;0;4;
771.8;2.66;19:57:27:325;0;4;
772.0;2.66;19:57:27:525;0;4;
772.2;2.65;19:57:27:725;0;4;
772.4;2.65;19:57:27:925;0;4;
772.6;2.65;19:57:28:125;0;4;
772.8;2.65;19:57:28:325;0;4;
773.0;2.64;19:57:28:525;0;4;
773.2;2.64;19:57:28:725;0;4;
773.4;2.64;19:57:28:925;0;4;
773.6;2.64;19:57:29:125;0;4;
773.8;2.64;19:57:29:325;0;4;
774.0;2.63;19:57:29:525;0;4;
774.2;2.63;19:57:29:725;0;4;
774.4;2.62;19:57:29:925;0;4;
774.6;2.62;19:57:30:125;0;4;
774.8;2.62;19:57:30:325;0;4;
775.0;2.61;19:57:30:525;0;4;
775.2;2.61;19:57:30:725;0;4;
775.4;2.61;19:57:30:925;0;4;
775.6;2.60;19:57:31:125;0;4;
775.8;2.60;19:57:31:325;0;4;
776.0;2.60;19:57:31:525;0;4;
776.2;2.60;19:57:31:725;0;4;
776.4;2.59;19:57:31:925;0;4;
776.6;2.59;19:57:32:125;0;4;
776.8;2.59;19:57:32:325;0;4;
777.0;2.59;19:57:32:525;0;4;
777.2;2.59;19:57:32:725;0;4;
777.4;2.59;19:57:32:925;0;4;
777.6;2.59;19:57:33:125;0;4;
777.8;2.60;19:57:33:325;0;4;
778.0;2.60;19:57:33:525;0;4;
778.2;2.60;19:57:33:725;0;4;
778.4;2.60;19:57:33:925;0;4;
778.6;2.60;19:57:34:125;0;4;
778.8;2.60;19:57:34:325;0;4;
779.0;2.60;19:57:34:525;0;4;
779.2;2.60;19:57:34:725;0;4;
779.4;2.60;19:57:34:925;0;4;
779.6;2.59;19:57:35:125;0;4;
779.8;2.59;19:57:35:325;0;4;
780.0;2.59;19:57:35:525;0;4;
780.2;2.59;19:57:35:725;0;4;
780.4;2.58;19:57:35:925;0;4;
780.6;2.58;19:57:36:125;0;4;
780.8;2.58;19:57:36:325;0;4;
781.0;2.57;19:57:36:525;0;4;
781.2;2.57;19:57:36:725;0;4;
781.4;2.57;19:57:36:925;0;4;
781.6;2.57;19:57:37:125;0;4;
781.8;2.56;19:57:37:325;0;4;
782.0;2.56;19:57:37:525;0;4;
782.2;2.56;19:57:37:725;0;4;
782.4;2.55;19:57:37:925;0;4;
782.6;2.55;19:57:38:125;0;4;
782.8;2.55;19:57:38:325;0;4;
783.0;2.55;19:57:38:525;0;4;
783.2;2.55;19:57:38:725;0;3;
783.4;2.54;19:57:38:925;0;3;
783.6;2.54;19:57:39:125;0;3;
783.8;2.54;19:57:39:325;0;3;
784.0;2.54;19:57:39:525;0;3;
784.2;2.53;19:57:39:725;0;3;
784.4;2.53;19:57:39:925;0;3;
784.6;2.53;19:57:40:125;0;3;
784.8;2.53;19:57:40:325;0;3;
785.0;2.52;19:57:40:525;0;3;
785.2;2.52;19:57:40:725;0;3;
785.4;2.52;19:57:40:925;0;3;
785.6;2.52;19:57:41:125;0;3;
785.8;2.52;19:57:41:325;0;3;
786.0;2.52;19:57:41:525;0;3;
786.2;2.52;19:57:41:725;0;3;
786.4;2.52;19:57:41:925;0;2;
786.6;2.52;19:57:42:125;0;2;
786.8;2.52;19:57:42:325;0;2;
787.0;2.52;19:57:42:525;0;2;
787.2;2.52;19:57:42:725;0;2;
787.4;2.52;19:57:42:925;0;2;
787.6;2.52;19:57:43:125;0;2;
787.8;2.52;19:57:43:325;0;2;
788.0;2.52;19:57:43:525;0;2;
788.2;2.52;19:57:43:725;0;2;
788.4;2.52;19:57:43:925;0;2;
788.6;2.51;19:57:44:125;0;2;
788.8;2.51;19:57:44:325;0;2;
789.0;2.51;19:57:44:525;0;2;
789.2;2.51;19:57:44:725;0;2;
789.4;2.51;19:57:44:925;0;2;
789.6;2.51;19:57:45:125;0;2;
789.8;2.51;19:57:45:325;0;2;
790.0;2.51;19:57:45:525;0;2;
790.2;2.53;19:57:45:725;0;2;
790.4;2.53;19:57:45:925;0;2;
790.6;2.55;19:57:46:125;0;2;
790.8;2.58;19:57:46:325;0;2;
791.0;2.65;19:57:46:525;0;2;
791.2;2.69;19:57:46:725;0;2;
791.4;2.74;19:57:46:925;0;2;
791.6;2.74;19:57:47:125;0;2;
791.8;2.77;19:57:47:325;0;2;
792.0;2.82;19:57:47:525;0;2;
792.2;2.85;19:57:47:725;0;2;
792.4;2.88;19:57:47:925;0;2;
792.6;2.90;19:57:48:125;0;2;
792.8;2.90;19:57:48:325;0;2;
793.0;2.91;19:57:48:525;0;2;
793.2;2.92;19:57:48:725;0;2;
793.4;2.92;19:57:48:925;0;2;
793.6;2.91;19:57:49:125;0;2;
793.8;2.91;19:57:49:325;0;2;
794.0;2.91;19:57:49:525;0;2;
794.2;2.90;19:57:49:725;0;2;
794.4;2.90;19:57:49:925;0;2;
794.6;2.91;19:57:50:125;1;2;
794.8;2.93;19:57:50:325;1;2;
795.0;2.93;19:57:50:525;1;2;
795.2;2.95;19:57:50:725;1;2;
795.4;2.97;19:57:50:925;1;2;
795.6;2.98;19:57:51:125;1;2;
795.8;2.99;19:57:51:325;1;2;
796.0;2.99;19:57:51:525;1;2;
796.2;2.99;19:57:51:725;1;2;
796.4;2.99;19:57:51:925;1;2;
796.6;2.99;19:57:52:125;1;2;
796.8;2.99;19:57:52:325;1;2;
797.0;2.98;19:57:52:525;1;3;
797.2;2.98;19:57:52:725;1;3;
797.4;2.98;19:57:52:925;1;3;
797.6;2.97;19:57:53:125;1;3;
797.8;2.97;19:57:53:325;1;3;
798.0;2.97;19:57:53:525;1;3;
798.2;2.97;19:57:53:725;1;3;
798.4;2.97;19:57:53:925;1;3;
798.6;2.98;19:57:54:125;1;3;
798.8;2.99;19:57:54:325;1;3;
799.0;2.99;19:57:54:525;1;3;
799.2;2.99;19:57:54:725;1;3;
799.4;2.99;19:57:54:925;1;3;
799.6;2.99;19:57:55:125;1;3;
799.8;2.99;19:57:55:325;1;3;
800.0;2.99;19:57:55:525;1;2;
800.2;2.98;19:57:55:725;1;2;
800.4;2.98;19:57:55:925;1;3;
800.6;2.98;19:57:56:125;1;3;
800.8;2.97;19:57:56:325;1;3;
801.0;2.97;19:57:56:525;1;3;
801.2;2.97;19:57:56:725;1;3;
801.4;2.97;19:57:56:925;1;3;
801.6;2.97;19:57:57:125;1;3;
801.8;2.97;19:57:57:325;1;3;
802.0;2.96;19:57:57:525;1;3;
802.2;2.95;19:57:57:725;1;3;
802.4;2.95;19:57:57:925;1;3;
802.6;2.94;19:57:58:125;1;3;
802.8;2.94;19:57:58:325;1;3;
803.0;2.95;19:57:58:525;1;3;
803.2;2.97;19:57:58:725;1;3;
803.4;2.99;19:57:58:925;1;3;
803.6;3.01;19:57:59:125;1;3;
803.8;3.04;19:57:59:325;1;3;
804.0;3.04;19:57:59:525;1;3;
804.2;3.05;19:57:59:725;1;3;
804.4;3.06;19:57:59:925;1;3;
804.6;3.06;19:58:00:125;1;3;
804.8;3.06;19:58:00:325;1;3;
805.0;3.09;19:58:00:525;1;3;
805.2;3.09;19:58:00:725;1;3;
805.4;3.14;19:58:00:925;1;3;
805.6;3.26;19:58:01:125;1;3;
805.8;3.34;19:58:01:325;0;3;
806.0;3.44;19:58:01:525;0;3;
806.2;3.44;19:58:01:725;0;3;
806.4;3.49;19:58:01:925;0;3;
806.6;3.55;19:58:02:125;0;3;
806.8;3.57;19:58:02:325;0;2;
807.0;3.58;19:58:02:525;0;2;
807.2;3.59;19:58:02:725;0;2;
807.4;3.59;19:58:02:925;0;2;
807.6;3.60;19:58:03:125;0;2;
807.8;3.60;19:58:03:325;0;2;
808.0;3.58;19:58:03:525;0;2;
808.2;3.55;19:58:03:725;0;2;
808.4;3.54;19:58:03:925;0;2;
808.6;3.54;19:58:04:125;0;2;
808.8;3.51;19:58:04:325;0;2;
809.0;3.48;19:58:04:525;0;2;
809.2;3.46;19:58:04:725;0;2;
809.4;3.43;19:58:04:925;0;2;
809.6;3.43;19:58:05:125;0;2;
809.8;3.41;19:58:05:325;0;2;
810.0;3.39;19:58:05:525;0;2;
810.2;3.37;19:58:05:725;0;2;
810.4;3.36;19:58:05:925;1;2;
810.6;3.35;19:58:06:125;1;2;
810.8;3.35;19:58:06:325;1;2;
811.0;3.35;19:58:06:525;1;2;
811.2;3.35;19:58:06:725;1;2;
811.4;3.35;19:58:06:925;1;3;
811.6;3.34;19:58:07:125;1;3;
811.8;3.33;19:58:07:325;0;3;
812.0;3.33;19:58:07:525;0;3;
812.2;3.32;19:58:07:725;0;3;
812.4;3.31;19:58:07:925;0;3;
812.6;3.30;19:58:08:125;0;3;
812.8;3.28;19:58:08:325;0;3;
813.0;3.28;19:58:08:525;0;3;
813.2;3.27;19:58:08:725;0;3;
813.4;3.26;19:58:08:925;0;3;
813.6;3.25;19:58:09:125;0;3;
813.8;3.24;19:58:09:325;0;3;
814.0;3.23;19:58:09:525;0;3;
814.2;3.23;19:58:09:725;0;3;
814.4;3.22;19:58:09:925;0;3;
814.6;3.21;19:58:10:125;0;3;
814.8;3.21;19:58:10:325;0;3;
815.0;3.20;19:58:10:525;0;3;
815.2;3.19;19:58:10:725;0;3;
815.4;3.19;19:58:10:925;0;3;
815.6;3.18;19:58:11:125;0;3;
815.8;3.17;19:58:11:325;0;3;
816.0;3.17;19:58:11:525;0;3;
816.2;3.17;19:58:11:725;0;3;
816.4;3.17;19:58:11:925;0;3;
816.6;3.18;19:58:12:125;0;3;
816.8;3.23;19:58:12:325;0;3;
817.0;3.28;19:58:12:525;0;3;
817.2;3.35;19:58:12:725;0;3;
817.4;3.38;19:58:12:925;0;3;
817.6;3.38;19:58:13:125;0;3;
817.8;3.40;19:58:13:325;0;3;
818.0;3.42;19:58:13:525;0;3;
818.2;3.42;19:58:13:725;0;3;
818.4;3.43;19:58:13:925;0;3;
818.6;3.43;19:58:14:125;0;3;
818.8;3.43;19:58:14:325;0;3;
819.0;3.43;19:58:14:525;0;3;
819.2;3.43;19:58:14:725;0;3;
819.4;3.42;19:58:14:925;0;3;
819.6;3.41;19:58:15:125;0;3;
819.8;3.41;19:58:15:325;0;3;
820.0;3.40;19:58:15:525;0;3;
820.2;3.37;19:58:15:725;0;3;
820.4;3.36;19:58:15:925;0;3;
820.6;3.33;19:58:16:125;0;3;
820.8;3.32;19:58:16:325;1;3;
821.0;3.32;19:58:16:525;1;3;
821.2;3.30;19:58:16:725;1;3;
821.4;3.29;19:58:16:925;1;3;
821.6;3.28;19:58:17:125;1;3;
821.8;3.27;19:58:17:325;1;3;
822.0;3.27;19:58:17:525;1;3;
822.2;3.27;19:58:17:725;1;3;
822.4;3.27;19:58:17:925;1;3;
822.6;3.28;19:58:18:125;1;3;
822.8;3.28;19:58:18:325;1;3;
823.0;3.29;19:58:18:525;1;4;
823.2;3.29;19:58:18:725;1;4;
823.4;3.29;19:58:18:925;1;4;
823.6;3.28;19:58:19:125;1;4;
823.8;3.28;19:58:19:325;1;4;
824.0;3.28;19:58:19:525;1;4;
824.2;3.30;19:58:19:725;1;4;
824.4;3.30;19:58:19:925;1;4;
824.6;3.37;19:58:20:125;1;4;
824.8;3.42;19:58:20:325;1;4;
825.0;3.49;19:58:20:525;1;4;
825.2;3.63;19:58:20:725;1;4;
825.4;3.74;19:58:20:925;1;4;
825.6;3.74;19:58:21:125;1;4;
825.8;3.90;19:58:21:325;1;4;
826.0;3.99;19:58:21:525;1;4;
826.2;4.08;19:58:21:725;1;4;
826.4;4.11;19:58:21:925;1;4;
826.6;4.11;19:58:22:125;1;4;
826.8;4.13;19:58:22:325;1;4;
827.0;4.14;19:58:22:525;1;4;
827.2;4.14;19:58:22:725;1;4;
827.4;4.12;19:58:22:925;1;4;
827.6;4.11;19:58:23:125;1;4;
827.8;4.11;19:58:23:325;1;4;
828.0;4.13;19:58:23:525;1;4;
828.2;4.14;19:58:23:725;1;4;
828.4;4.13;19:58:23:925;1;4;
828.6;4.11;19:58:24:125;1;4;
828.8;4.10;19:58:24:325;0;4;
829.0;4.10;19:58:24:525;0;4;
829.2;4.09;19:58:24:725;0;4;
829.4;4.08;19:58:24:925;0;4;
829.6;4.08;19:58:25:125;0;4;
829.8;4.06;19:58:25:325;0;4;
830.0;4.06;19:58:25:525;0;4;
830.2;4.05;19:58:25:725;0;4;
830.4;4.03;19:58:25:925;0;4;
830.6;4.00;19:58:26:125;0;4;
830.8;3.98;19:58:26:325;0;4;
831.0;3.95;19:58:26:525;0;4;
831.2;3.93;19:58:26:725;0;4;
831.4;3.92;19:58:26:925;0;4;
831.6;3.89;19:58:27:125;0;4;
831.8;3.87;19:58:27:325;0;4;
832.0;3.84;19:58:27:525;0;4;
832.2;3.83;19:58:27:725;0;4;
832.4;3.82;19:58:27:925;0;4;
832.6;3.80;19:58:28:125;0;4;
832.8;3.78;19:58:28:325;0;4;
833.0;3.76;19:58:28:525;0;4;
833.2;3.74;19:58:28:725;0;4;
833.4;3.73;19:58:28:925;0;4;
833.6;3.72;19:58:29:125;0;4;
833.8;3.71;19:58:29:325;0;4;
834.0;3.70;19:58:29:525;0;4;
834.2;3.68;19:58:29:725;0;4;
834.4;3.67;19:58:29:925;0;4;
834.6;3.66;19:58:30:125;0;4;
834.8;3.66;19:58:30:325;0;4;
835.0;3.65;19:58:30:525;0;4;
835.2;3.63;19:58:30:725;0;4;
835.4;3.63;19:58:30:925;0;4;
835.6;3.63;19:58:31:125;0;4;
835.8;3.63;19:58:31:325;0;4;
836.0;3.62;19:58:31:525;0;4;
836.2;3.62;19:58:31:725;0;4;
836.4;3.60;19:58:31:925;0;4;
836.6;3.59;19:58:32:125;0;4;
836.8;3.59;19:58:32:325;0;4;
837.0;3.58;19:58:32:525;0;4;
837.2;3.58;19:58:32:725;0;4;
837.4;3.58;19:58:32:925;0;4;
837.6;3.59;19:58:33:125;0;4;
837.8;3.61;19:58:33:325;0;4;
838.0;3.63;19:58:33:525;0;4;
838.2;3.67;19:58:33:725;0;4;
838.4;3.71;19:58:33:925;0;4;
838.6;3.74;19:58:34:125;0;4;
838.8;3.75;19:58:34:325;0;4;
839.0;3.75;19:58:34:525;0;4;
839.2;3.75;19:58:34:725;0;4;
839.4;3.74;19:58:34:925;0;4;
839.6;3.73;19:58:35:125;0;4;
839.8;3.71;19:58:35:325;0;4;
840.0;3.68;19:58:35:525;0;4;
840.2;3.67;19:58:35:725;0;4;
840.4;3.66;19:58:35:925;0;4;
840.6;3.65;19:58:36:125;0;4;
840.8;3.64;19:58:36:325;0;4;
841.0;3.65;19:58:36:525;0;4;
841.2;3.66;19:58:36:725;0;4;
841.4;3.67;19:58:36:925;0;4;
841.6;3.69;19:58:37:125;0;4;
841.8;3.71;19:58:37:325;0;4;
842.0;3.71;19:58:37:525;0;4;
842.2;3.71;19:58:37:725;0;4;
842.4;3.70;19:58:37:925;0;4;
842.6;3.69;19:58:38:125;0;4;
842.8;3.67;19:58:38:325;0;4;
843.0;3.66;19:58:38:525;0;4;
843.2;3.64;19:58:38:725;0;4;
843.4;3.63;19:58:38:925;0;4;
843.6;3.63;19:58:39:125;0;4;
843.8;3.61;19:58:39:325;0;4;
844.0;3.59;19:58:39:525;0;4;
844.2;3.58;19:58:39:725;0;4;
844.4;3.56;19:58:39:925;0;4;
844.6;3.56;19:58:40:125;0;4;
844.8;3.55;19:58:40:325;0;4;
845.0;3.54;19:58:40:525;0;4;
845.2;3.54;19:58:40:725;0;4;
845.4;3.53;19:58:40:925;0;4;
845.6;3.51;19:58:41:125;0;4;
845.8;3.51;19:58:41:325;0;4;
846.0;3.50;19:58:41:525;0;4;
846.2;3.50;19:58:41:725;0;4;
846.4;3.49;19:58:41:925;0;4;
846.6;3.48;19:58:42:125;0;4;
846.8;3.46;19:58:42:325;0;4;
847.0;3.46;19:58:42:525;0;4;
847.2;3.46;19:58:42:725;0;4;
847.4;3.45;19:58:42:925;0;4;
847.6;3.44;19:58:43:125;0;4;
847.8;3.43;19:58:43:325;0;4;
848.0;3.43;19:58:43:525;0;4;
848.2;3.42;19:58:43:725;0;4;
848.4;3.42;19:58:43:925;0;4;
848.6;3.43;19:58:44:125;0;4;
848.8;3.46;19:58:44:325;0;4;
849.0;3.50;19:58:44:525;0;4;
849.2;3.53;19:58:44:725;0;4;
849.4;3.56;19:58:44:925;0;4;
849.6;3.60;19:58:45:125;0;4;
849.8;3.63;19:58:45:325;0;4;
850.0;3.66;19:58:45:525;0;4;
850.2;3.66;19:58:45:725;0;4;
850.4;3.66;19:58:45:925;0;4;
850.6;3.65;19:58:46:125;0;4;
850.8;3.63;19:58:46:325;0;4;
851.0;3.62;19:58:46:525;0;4;
851.2;3.59;19:58:46:725;0;4;
851.4;3.59;19:58:46:925;0;4;
851.6;3.58;19:58:47:125;0;4;
851.8;3.55;19:58:47:325;0;4;
852.0;3.54;19:58:47:525;0;4;
852.2;3.53;19:58:47:725;0;4;
852.4;3.51;19:58:47:925;0;4;
852.6;3.51;19:58:48:125;0;4;
852.8;3.50;19:58:48:325;0;4;
853.0;3.50;19:58:48:525;0;4;
853.2;3.49;19:58:48:725;0;4;
853.4;3.48;19:58:48:925;0;4;
